tag,citation,expmm,expyy,make,state,location,violCode,Description,violFine,violDate,balance,penaltyDate,openFine,openPenalty,noticeDate,ImportDate
4AM9469,13844915,12,13,MAZD,MD,4401 EDMONSON AVE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:30:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
1AS8334,13844840,05,14,NISS,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:30:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
3AG3470,13844873,06,13,CHEV,MD,4400 BLOCK OF WABASH AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:30:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
4BXS55,13844931,,0,TOYT,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:30:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
4MD4049,13844949,,0,BMW,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:30:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
7AC7630,58064676,10,12,HOND,MD,EDMONSON AVE EB @ HILTON ST,30,Red Light Violation,$75.00,07/04/2012 05:30:00 PM,$75.00,,$75.00,$0.00,,07/17/2012 11:02:00 AM +0000
7AE5948,13844899,02,13,NISS,MD,2700 BLOCK OF E. NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 05:30:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
7AG0138,13844857,07,13,INFI,MD,400 FRANKLIN ST. W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:30:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
70849CD,13844907,06,13,ACUR,MD,4453 SINCLAIR LANE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:30:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
8AN4748,13844865,02,14,CHRY,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:30:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
LCA693,13844923,11,13,DODG,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 05:30:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
9CNW07,13844816,12,13,CHEV,MD,4332 EDMONSON AVE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:29:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
4AS2490,13844808,06,14,FORD,MD,3053 LIBERTY HEIGHTS AVE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:29:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
5AD1226,13844832,10,12,TOYT,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:29:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
2BHW22,13844824,11,12,TOYT,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:29:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
99W918,13844790,06,13,TOYT,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:28:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
7FRG54,58064668,12,13,FORD,MD,REISTERTOWN SB @ DRUID PARK,30,Red Light Violation,$75.00,07/04/2012 05:28:00 PM,$0.00,,$75.00,$0.00,,07/17/2012 11:02:00 AM +0000
5AS7241,13844782,07,12,CHEV,MD,3800 BLOCK OF GREENSPRING AVE,32,Fixed Speed Camera,$40.00,07/04/2012 05:28:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
7AT9346,13844774,06,13,LEXU,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:27:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
9EBN43,97092092,04,14,AUDI,MD,1000 WILLIAM ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00,07/04/2012 05:27:00 PM,$0.00,,$32.00,$0.00,,07/12/2012 11:02:00 AM +0000
333M496,13844758,08,12,TOYT,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:27:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
47G10K5,13844766,02,2,DOD,AL,5400 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 05:27:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
3FDA32,13844717,05,13,HYUN,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 05:26:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
598M924,13844709,08,13,TOYT,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:26:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
4AS1520,13844691,02,13,INFI,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:26:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
51246B,13844733,09,13,FORD,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 05:26:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
4AR2119,13844741,03,14,HOND,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:26:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
3AL9322,58064650,12,13,KIA,MD,FRANKLIN ST EB @ FRANKLINTOWN,30,Red Light Violation,$75.00,07/04/2012 05:26:00 PM,$75.00,,$75.00,$0.00,,07/17/2012 11:02:00 AM +0000
95V262,13844725,,0,TOYT,MD,200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:26:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
3FXH47,13844634,04,14,ACUR,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:25:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
1ESM58,13844683,01,14,CHEV,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 05:25:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
CL92687,13844675,03,14,CHEV,DE,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:25:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
MPC419,58064460,05,14,BUIC,MD,FORT SMALLWOOD SB @ FORT ARMIS,30,Red Light Violation,$75.00,07/04/2012 05:25:00 PM,$0.00,,$75.00,$0.00,,07/17/2012 11:02:00 AM +0000
3AP3350,13844659,02,14,CHEV,MD,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:25:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
1AH5999,13844642,04,13,MERC,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 05:25:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
8AF7692,13844667,04,13,CADI,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 05:25:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
8AE9650,13844626,02,13,GMC,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:25:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
6FZE87,13910856,04,14,HYUN,MD,2400 BLOCK OF NORTHERN PKWY E/,32,Fixed Speed Camera,$40.00,07/04/2012 05:24:00 PM,$0.00,,$0.00,$0.00,,07/20/2012 11:03:00 AM +0000
49434CC,13844618,05,14,BMW,MD,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:24:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
1AJ9116,13844592,04,13,DODG,MD,7200 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:23:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
9AC8192,13844584,10,12,LEXU,MD,2200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:23:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
2AG3549,13844600,04,13,DODG,MD,3800 BLOCK OF GREENSPRING AVE,32,Fixed Speed Camera,$40.00,07/04/2012 05:23:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
47923B,13844576,04,13,FORD,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 05:23:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
00W689,13844568,05,14,FORD,MD,2200 NORTHERN PARKWAY E/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:22:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
4ADX36,13844543,03,13,CHEV,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:22:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
3AR0197,13844535,04,14,CHEV,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:22:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
6AN2177,13844550,04,13,CHRY,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:22:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
RAV4925,97092084,02,13,TOYT,MD,1400 WILLIAM ST,17,Less Than 15 feet from Fire Hydrant,$77.00,07/04/2012 05:22:00 PM,$0.00,,$0.00,$0.00,,07/12/2012 11:02:00 AM +0000
9AP1925,13844527,,0,BMW,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 05:22:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
71655BY,97092076,06,13,HOND,MD,1400 WILLIAM ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00,07/04/2012 05:21:00 PM,$0.00,,$0.00,$0.00,,07/12/2012 11:02:00 AM +0000
1CYD20,13844485,04,13,TOYT,MD,4862 ERDMAN AVE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:21:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
XFW8556,13844493,02,2,CHEV,VA,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 05:21:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
88272CD,13844519,,0,LEXU,MD,4000 HILLEN RD. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:21:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
2AL3306,13844501,10,13,OLDS,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 05:21:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
2AF4343,13844436,02,13,TOYT,MD,5800 WALTHER AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:20:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
3DKW09,13844451,10,13,TOYT,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:20:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
7AL5999,13844444,12,13,FORD,MD,3053 LIBERTY HEIGHTS AVE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:20:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
8AB2725,13844469,11,12,CHEV,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:20:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
5AG8941,13844477,04,13,VOLK,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:20:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
7AC0338,13844410,11,13,CHEV,MD,4862 ERDMAN AVE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:19:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
1AP6722,13844394,08,13,MERC,MD,6114 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:19:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
DS2V101,13844402,02,2,HOND,TX,2200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:19:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
HDX9499,97727291,01,13,MAZD,PA,1800 E PRATT ST,16,In Transit Zone/Stop,$77.00,07/04/2012 05:19:00 PM,$0.00,,$77.00,$0.00,,07/12/2012 11:02:00 AM +0000
6EZG81,58064445,04,13,TOYT,MD,REISTERTOWN SB @ DRUID PARK,31,Right on Red,$75.00,07/04/2012 05:19:00 PM,$75.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
5AE2078,13844428,01,13,CHEV,MD,3600 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:19:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
8AE8630,58064452,02,13,CHRY,MD,FRANKLIN ST EB @ FRANKLINTOWN,31,Right on Red,$75.00,07/04/2012 05:19:00 PM,$75.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
7AJ1160,13844386,07,13,NISS,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 05:18:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
5AN8376,13844378,,0,VOLK,MD,100 NORTH AVE. W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:18:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
5EKG29,58064403,03,13,MERZ,MD,PERRING SB @ BELVEDERE,30,Red Light Violation,$75.00,07/04/2012 05:18:00 PM,$75.00,,$75.00,$0.00,,07/17/2012 11:02:00 AM +0000
4FHC55,13844352,08,13,HOND,MD,2200 NORTHERN PARKWAY E/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:18:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
BLF636,13844360,06,13,CHEV,MD,3053 LIBERTY HEIGHTS AVE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:18:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
3AS4214,58064395,04,14,FORD,MD,LOCH RAVEN NB @ WALKER,30,Red Light Violation,$75.00,07/04/2012 05:17:00 PM,$75.00,,$75.00,$0.00,,07/17/2012 11:02:00 AM +0000
8AM0306,13844311,11,13,OLDS,MD,4400 BLOCK OF WABASH AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:17:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
8FLL29,13844329,06,14,HYUN,MD,3800 BLOCK OF GREENSPRING AVE,32,Fixed Speed Camera,$40.00,07/04/2012 05:17:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
AMF7246,58064437,02,2,NISSA,NC,HARFORD NB @ ROSALIE,30,Red Light Violation,$75.00,07/04/2012 05:17:00 PM,$75.00,,$75.00,$0.00,,07/17/2012 11:02:00 AM +0000
M885249,13844345,08,13,FORD,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:17:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
50493B,13844337,10,13,CHEV,MD,1400 COLD SPRING LANE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:17:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
1CGC89,13910849,01,13,HOND,MD,2400 BLOCK OF NORTHERN PKWY E/,32,Fixed Speed Camera,$40.00,07/04/2012 05:17:00 PM,$40.00,,$0.00,$0.00,,07/20/2012 11:03:00 AM +0000
1EZG96,13844295,06,13,MERC,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00,07/04/2012 05:17:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
3AN7997,13844303,01,14,TOYT,MD,4400 BLOCK OF WABASH AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:17:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
2AM6459,13844287,11,13,VOLK,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:16:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
1AB2964,97092068,05,12,HOND,MD,1600 COVINGTON ST,22,Expired Tags,$32.00,07/04/2012 05:16:00 PM,$32.00,,$32.00,$0.00,,07/12/2012 11:02:00 AM +0000
MRH491,13844261,07,13,MITS,MD,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:16:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
ERP3641,13844279,03,11,CHEV,NY,4200 SINCLAIR LANE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:16:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
980M129,13844253,05,13,FORD,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 05:15:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
6ERJ04,13844196,02,13,CADI,MD,1400 COLD SPRING LANE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:15:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
HEC559,13844212,02,2,FORD,SC,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:15:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
AXW183,97727283,09,11,SUBA,MD,100 S ANN ST,22,Expired Tags,$32.00,07/04/2012 05:15:00 PM,$32.00,,$32.00,$0.00,,07/12/2012 11:02:00 AM +0000
9AR0944,13844170,07,12,FORD,MD,4332 EDMONSON AVE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:15:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
9FBA37,13844162,04,13,TOYT,MD,6114 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:15:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
MVF925,13844188,09,12,TOYT,MD,6000 BLOCK OF HILLEN RD S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:15:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
48558CD,13844204,02,14,LINC,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:15:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
4AP3440,13844220,,0,VOLK,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 05:15:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
5AL6538,13844246,,0,HOND,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:15:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
7CZY74,13844238,05,13,TOYT,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:15:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
2DJD15,13844154,08,13,TOYT,MD,4332 EDMONSON AVE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:14:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
8AJ2713,13844147,07,13,NISS,MD,4400 BLOCK OF WABASH AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:14:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
8AS3864,97092050,06,12,CHEV,MD,1600 COVINGTON ST,22,Expired Tags,$32.00,07/04/2012 05:13:00 PM,$32.00,,$32.00,$0.00,,07/12/2012 11:02:00 AM +0000
6AL5559,13844097,01,14,HYUN,MD,3800 BLOCK OF GREENSPRING AVE,32,Fixed Speed Camera,$40.00,07/04/2012 05:13:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
20343CA,13844139,,0,DODG,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 05:13:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
1ECJ33,13844121,05,14,TOYT,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 05:13:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
6CEX52,13844113,08,12,TOYT,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:13:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
4AS6480,13844089,05,14,DODG,MD,7000 REISTERSTOWN RD. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:13:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
4EGK22,13844105,06,12,INFI,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:13:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
48437B,13844071,06,13,TOYT,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:12:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
6AR0787,13910831,04,14,TOYT,MD,2785 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:12:00 PM,$40.00,,$0.00,$0.00,,07/20/2012 11:03:00 AM +0000
8FML55,58073511,12,13,HOND,MD,LIBERTY HEIGHTS EB @ DUKELAND,31,Right on Red,$75.00,07/04/2012 05:12:00 PM,$0.00,,$0.00,$0.00,,07/18/2012 11:02:00 AM +0000
A162962,13844055,03,13,CHRY,MD,100 BLOCK OF W UNIVERSITY PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 05:12:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
942VIZ,13844022,01,13,MITS,FL,6114 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:11:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
7CGV64,13844006,,0,CHEV,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 05:11:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
2AP0277,13844030,02,14,KIA,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:11:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
1AP2077,13844014,02,14,MAZD,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:11:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
50635B,13844048,04,13,BUIC,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 05:11:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
456M024,13843982,04,13,HOND,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00,07/04/2012 05:10:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
1AP9370,58064429,03,14,KIA,MD,FRANKLIN ST EB @ FRANKLINTOWN,31,Right on Red,$75.00,07/04/2012 05:10:00 PM,$75.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
00575GA,75028951,09,13,UNK,MD,E/S 3201 BOSTON,99,All Other Stopping or Parking Violations,$27.00,07/04/2012 05:10:00 PM,$0.00,,$0.00,$0.00,,07/20/2012 11:03:00 AM +0000
3BFV24,13843966,03,14,VOLK,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 05:10:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
44458M2,13843958,07,13,FORD,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 05:10:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
FPD7090,58064387,10,12,BMW,MD,NORTHERN WB @ WAVERLY,31,Right on Red,$75.00,07/04/2012 05:10:00 PM,$75.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
M774080,13843990,10,12,VOLK,MD,2800 BLOCK OF HANOVER STREET N,32,Fixed Speed Camera,$40.00,07/04/2012 05:10:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
235M221,58064379,02,14,TOYT,MD,HARFORD NB @ ALAMEDA,30,Red Light Violation,$75.00,07/04/2012 05:09:00 PM,$75.00,,$75.00,$0.00,,07/17/2012 11:02:00 AM +0000
8AS1255,13843933,05,14,AUDI,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:09:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
3AN7920,13843941,,0,HOND,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 05:09:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
2AT6469,13843925,,0,TOYT,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 05:09:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
33413CE,13843859,07,12,HOND,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00,07/04/2012 05:08:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
