tag,citation,expmm,expyy,make,state,location,violCode,Description,violFine,violDate,balance,penaltyDate,openFine,openPenalty,noticeDate,ImportDate
08718M3,13825682,10,12,DODG,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:24:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
30432M0,13825690,12,13,CHEV,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:24:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
2AE3960,13825658,01,13,FORD,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:23:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
872M922,13825666,11,12,NISS,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:23:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
7AS1197,13825641,06,14,VOLV,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:23:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
7DVJ25,13825633,04,14,KIA,MD,4200 SINCLAIR LANE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:22:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
1AP1947,13825625,02,14,KIA,MD,4200 SINCLAIR LANE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:22:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
4AM9786,58062944,01,14,BUIC,MD,FRANKLIN ST EB @ FRANKLINTOWN,30,Red Light Violation,$75.00,07/04/2012 01:22:00 PM,$0.00,,$75.00,$0.00,,07/15/2012 11:04:00 AM +0000
5MD2116,13825542,01,14,CHRY,MD,7200 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:21:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
87784CD,58062779,01,13,TOYT,MD,NORTHERN EB @ GREENSPRING,30,Red Light Violation,$75.00,07/04/2012 01:21:00 PM,$0.00,,$75.00,$0.00,,07/15/2012 11:04:00 AM +0000
02606CA,13825583,03,14,TOYT,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:21:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
2BDZ04,13825559,10,13,CHEV,MD,4401 EDMONSON AVE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:21:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
2BPC33,13825617,02,14,TOYT,MD,5400 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 01:21:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
389M379,13825609,02,14,FORD,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:21:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
452930,13825575,06,14,HOND,DE,7200 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:21:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
7AG5808,13825526,04,13,HOND,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:21:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
6AL3028,13825591,11,13,HUMM,MD,3800 BLOCK OF GREENSPRING AVE,32,Fixed Speed Camera,$40.00,07/04/2012 01:21:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
691M709,13825534,01,14,CHEV,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:21:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
M472609,13825567,07,14,TOYT,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:21:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
52206B,58062936,02,14,FORD,MD,LIGHT ST SB @ PRATT ST,30,Red Light Violation,$75.00,07/04/2012 01:20:00 PM,$0.00,,$75.00,$0.00,,07/15/2012 11:04:00 AM +0000
4AC7839,13825500,10,12,CHEV,MD,4200 SINCLAIR LANE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:19:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
6AS6998,58098609,06,14,FORD,MD,HANOVER NB @ REEDBIRD,30,Red Light Violation,$75.00,07/04/2012 01:19:00 PM,$75.00,,$75.00,$0.00,,07/24/2012 11:03:00 AM +0000
FHN5817,13825492,02,11,TOYT,NY,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:19:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
9AD7600,13825468,02,13,LEXU,MD,6000 BLOCK OF HILLEN RD S/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:18:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
9AJ6481,13825484,10,13,ACUR,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:18:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
8AL9012,58062753,12,13,TOYT,MD,NORTHERN EB @ GREENSPRING,30,Red Light Violation,$75.00,07/04/2012 01:18:00 PM,$0.00,,$75.00,$0.00,,07/15/2012 11:04:00 AM +0000
9AJ9052,13825450,08,13,NISS,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:18:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
4AP2820,13825476,02,14,DODG,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:18:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
2AV0602,58062761,07,12,FORD,MD,COLDSPRING LN EB @ TAMARIND RD,30,Red Light Violation,$75.00,07/04/2012 01:18:00 PM,$0.00,,$75.00,$0.00,,07/15/2012 11:04:00 AM +0000
37W849,13825435,10,12,FORD,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 01:17:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
3AN3162,13825427,01,14,FORD,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:17:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
64419CD,13910708,10,13,HOND,MD,2400 BLOCK OF NORTHERN PKWY E/,32,Fixed Speed Camera,$40.00,07/04/2012 01:17:00 PM,$40.00,,$0.00,$0.00,,07/20/2012 11:03:00 AM +0000
6BLB66,13825443,02,14,VOLV,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:17:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
M992488,13825419,03,13,HOND,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:17:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
6AH3260,13825401,05,13,FORD,MD,2800 BLOCK OF HANOVER STREET N,32,Fixed Speed Camera,$40.00,07/04/2012 01:16:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
6AG8311,13825393,03,13,VOLV,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:16:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
6AA0334,58062746,08,12,CHEV,MD,EDMONSON EB @ ATHOL,31,Right on Red,$75.00,07/04/2012 01:16:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
4ERC23,13825385,01,13,LEXU,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:15:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
29505CC,58062738,02,14,TOYT,MD,NORTHERN WB @ WAVERLY,31,Right on Red,$75.00,07/04/2012 01:15:00 PM,$75.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
4AR2111,13825351,02,14,NISS,MD,3053 LIBERTY HEIGHTS AVE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:15:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
3AR9143,13825344,04,14,ACUR,MD,5800 WALTHER AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:15:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
2AA2873,13825369,07,12,AUDI,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:15:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
A232741,13825377,02,14,CHEV,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:15:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
1CMT03,13825302,11,13,LINC,MD,1400 COLD SPRING LANE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:14:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
4AL4937,13825336,10,13,KIA,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:14:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
6AH3268,13825310,05,13,PLYM,MD,2200 COLD SPRING LANE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:14:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
5DTA45,13836242,,0,SUBA,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:14:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
7BAW70,13825328,09,13,TOYT,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00,07/04/2012 01:14:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
64419CD,13825245,10,13,HOND,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:13:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
4FWP41,13825294,03,14,NISS,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00,07/04/2012 01:13:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
2AE2953,13825286,12,12,TOYT,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00,07/04/2012 01:13:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
16952M7,13825260,05,14,MERC,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:13:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
1DBF64,13825252,05,13,SATU,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:13:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
2AR3892,13825278,04,13,HYUN,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:13:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
2EAA04,13825211,03,14,MITS,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:12:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
M094659,13836234,,0,FORD,MD,200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:12:00 PM,$0.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
08305CE,13825237,05,14,VOLV,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:12:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
4AG8753,13825203,04,13,HOND,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:12:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
7BHP69,13825229,03,14,HYUN,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:12:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
18526M6,13825195,04,14,NISS,MD,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:11:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
1CDZ51,13825161,06,14,CHEV,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 01:11:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
2DRY97,13825179,04,13,STRN,MD,2200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:11:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
8DDR91,13825187,07,13,SATU,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:11:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
972M453,13836226,,0,NISS,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:10:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
839M944,13825138,10,12,BUIC,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:10:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
5FZS12,13825146,04,14,LINC,MD,2200 COLD SPRING LANE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:10:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
5BFW46,13825153,05,14,HOND,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 01:10:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
202M051,13825120,12,13,FORD,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:09:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
GSW9517,13825112,02,2,LEXUS,PA,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:09:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
5AR4455,13836218,,0,NISS,MD,3800 BLOCK OF POTEE ST S/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:09:00 PM,$40.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
4AK3484,13825104,02,14,DODG,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:08:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
95441CD,58062720,05,13,ACUR,MD,GWYNNS FALLS EB @ GARRISON,30,Red Light Violation,$75.00,07/04/2012 01:08:00 PM,$75.00,,$75.00,$0.00,,07/15/2012 11:04:00 AM +0000
8CRB15,13825096,03,13,TOYT,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:08:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
8CBW40,58062654,07,12,HOND,MD,RUSSELL SB @ BAYARD,30,Red Light Violation,$75.00,07/04/2012 01:07:00 PM,$0.00,,$75.00,$0.00,,07/15/2012 11:04:00 AM +0000
8FMD30,13825062,10,13,CHEV,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:07:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
1AA4526,13825070,10,12,GMC,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00,07/04/2012 01:07:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
3EKX26,13825054,10,12,TOYT,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:07:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
WZX6007,13825047,02,2,JEEP,VA,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:07:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
7ESB55,13825039,10,12,DODG,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:07:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
6CLS28,58062662,11,12,SUBA,MD,EDMONSON EB @ ATHOL,31,Right on Red,$75.00,07/04/2012 01:07:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
1MD2608,13825088,02,13,SUBA,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:07:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
4AN1327,13824990,03,14,VOLV,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:06:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
3AR5896,13825021,03,14,HOND,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:06:00 PM,$15.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
1CYF85,13825005,04,13,TOYT,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:06:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
5CWM36,13824982,07,13,TOYT,MD,4401 EDMONSON AVE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:06:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
4AR4829,13825013,05,13,FORD,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:06:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
6AH5696,13824974,05,13,FORD,MD,4401 EDMONSON AVE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:06:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
237740,13824958,04,14,CHRY,DE,4000 HILLEN RD. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:05:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
TERPS06,13824966,08,13,KIA,MD,4862 ERDMAN AVE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:05:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
9AR9710,13824933,04,14,FORD,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:04:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
9AM8442,13824941,04,14,KIA,MD,4401 EDMONSON AVE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:04:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
3AD0403,13824891,02,13,HOND,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:03:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
4AH9028,13824925,05,13,NISS,MD,4400 BLOCK OF WABASH AVE S/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:03:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
53769B,13824909,06,14,PONT,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:03:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
6AF8001,13824917,03,13,HOND,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:03:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
4AL3724,13824883,10,13,TOYT,MD,4332 EDMONSON AVE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:02:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
5AM2573,13824867,01,14,BMW,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:02:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
DV2493,13824875,05,14,FORD,MD,2200 COLD SPRING LANE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 01:02:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
5AB9972,13824826,09,12,JAGU,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 01:01:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
2EJS07,13824842,12,12,DODG,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:01:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
4AS1277,13824818,06,14,NISS,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:01:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
54410M6,13824834,04,14,JEEP,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:01:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
29195M5,58062647,08,12,TOYT,MD,HANOVER SB @ CROMWELL,30,Red Light Violation,$75.00,07/04/2012 01:01:00 PM,$0.00,,$75.00,$0.00,,07/15/2012 11:04:00 AM +0000
35411CE,13824859,06,14,CHEV,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 01:01:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
CA33344,58062712,02,2,CHEVR,MI,EDMONSON AVE EB @ HILTON ST,30,Red Light Violation,$75.00,07/04/2012 01:00:00 PM,$75.00,,$75.00,$0.00,,07/15/2012 11:04:00 AM +0000
9AS7021,58062639,05,14,CHEV,MD,ERDMAN EB @ MACON,31,Right on Red,$75.00,07/04/2012 01:00:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
5AJ3468,13824792,07,13,GMC,MD,4200 SINCLAIR LANE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 12:59:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
9AJ4216,13824800,04,14,STRN,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 12:59:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
29119M6,13824784,04,13,JEEP,MD,4200 SINCLAIR LANE W/B,32,Fixed Speed Camera,$40.00,07/04/2012 12:59:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
158M072,13824768,11,13,CHEV,MD,2200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00,07/04/2012 12:59:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
7FBG21,13824776,05,13,TOYT,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 12:59:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
8511L2,13824735,12,13,FORD,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00,07/04/2012 12:58:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
5AL1858,13824719,10,13,CHEV,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 12:58:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
43664M4,13824727,12,13,FORD,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 12:58:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
1CRX32,58063827,01,13,HYUN,MD,WABASH EB @ BELVEDERE,31,Right on Red,$75.00,07/04/2012 12:58:00 PM,$75.00,,$0.00,$0.00,,07/17/2012 11:02:00 AM +0000
9EVD39,13824743,02,13,INFI,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00,07/04/2012 12:58:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
A083545,13824750,05,13,CHEV,MD,4401 EDMONSON AVE E/B,32,Fixed Speed Camera,$40.00,07/04/2012 12:58:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
A156064,58062613,04,14,JEEP,MD,FORT SMALLWOOD SB @ FORT ARMIS,30,Red Light Violation,$75.00,07/04/2012 12:58:00 PM,$0.00,,$75.00,$0.00,,07/15/2012 11:04:00 AM +0000
FRZ656,13824701,09,12,JEEP,MD,6114 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00,07/04/2012 12:58:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
WZA9434,58062621,02,2,CHEV,VA,ERDMAN EB @ MACON,30,Red Light Violation,$75.00,07/04/2012 12:58:00 PM,$75.00,,$75.00,$0.00,,07/15/2012 11:04:00 AM +0000
5AJ4045,13824685,07,13,BUIC,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 12:57:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
6AN2654,13824693,01,14,MERZ,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00,07/04/2012 12:57:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
4AG1585,13824669,08,13,BMW,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 12:56:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
9AE0465,58062696,02,13,MERC,MD,SINCLAIR WB @ MORAVIA,31,Right on Red,$75.00,07/04/2012 12:56:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
RNE325,13824636,02,14,MERC,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00,07/04/2012 12:56:00 PM,$40.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
EADG,13824651,07,12,TOYT,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00,07/04/2012 12:56:00 PM,$0.00,,$0.00,$0.00,,07/15/2012 11:04:00 AM +0000
